"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Prod_Merc_Positions_Long_All","Prod_Merc_Positions_Short_All","Swap_Positions_Long_All","Swap__Positions_Short_All","Swap__Positions_Spread_All","M_Money_Positions_Long_All","M_Money_Positions_Short_All","M_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Open_Interest_Old","Prod_Merc_Positions_Long_Old","Prod_Merc_Positions_Short_Old","Swap_Positions_Long_Old","Swap__Positions_Short_Old","Swap__Positions_Spread_Old","M_Money_Positions_Long_Old","M_Money_Positions_Short_Old","M_Money_Positions_Spread_Old","Other_Rept_Positions_Long_Old","Other_Rept_Positions_Short_Old","Other_Rept_Positions_Spread_Old","Tot_Rept_Positions_Long_Old","Tot_Rept_Positions_Short_Old","NonRept_Positions_Long_Old","NonRept_Positions_Short_Old","Open_Interest_Other","Prod_Merc_Positions_Long_Other","Prod_Merc_Positions_Short_Other","Swap_Positions_Long_Other","Swap__Positions_Short_Other","Swap__Positions_Spread_Other","M_Money_Positions_Long_Other","M_Money_Positions_Short_Other","M_Money_Positions_Spread_Other","Other_Rept_Positions_Long_Other","Other_Rept_Positions_Short_Other","Other_Rept_Positions_Spread_Other","Tot_Rept_Positions_Long_Other","Tot_Rept_Positions_Short_Other","NonRept_Positions_Long_Other","NonRept_Positions_Short_Other","Change_in_Open_Interest_All","Change_in_Prod_Merc_Long_All","Change_in_Prod_Merc_Short_All","Change_in_Swap_Long_All","Change_in_Swap_Short_All","Change_in_Swap_Spread_All","Change_in_M_Money_Long_All","Change_in_M_Money_Short_All","Change_in_M_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Prod_Merc_Long_All","Pct_of_OI_Prod_Merc_Short_All","Pct_of_OI_Swap_Long_All","Pct_of_OI_Swap_Short_All","Pct_of_OI_Swap_Spread_All","Pct_of_OI_M_Money_Long_All","Pct_of_OI_M_Money_Short_All","Pct_of_OI_M_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Pct_of_Open_Interest_Old","Pct_of_OI_Prod_Merc_Long_Old","Pct_of_OI_Prod_Merc_Short_Old","Pct_of_OI_Swap_Long_Old","Pct_of_OI_Swap_Short_Old","Pct_of_OI_Swap_Spread_Old","Pct_of_OI_M_Money_Long_Old","Pct_of_OI_M_Money_Short_Old","Pct_of_OI_M_Money_Spread_Old","Pct_of_OI_Other_Rept_Long_Old","Pct_of_OI_Other_Rept_Short_Old","Pct_of_OI_Other_Rept_Spread_Old","Pct_of_OI_Tot_Rept_Long_Old","Pct_of_OI_Tot_Rept_Short_Old","Pct_of_OI_NonRept_Long_Old","Pct_of_OI_NonRept_Short_Old","Pct_of_Open_Interest_Other","Pct_of_OI_Prod_Merc_Long_Other","Pct_of_OI_Prod_Merc_Short_Other","Pct_of_OI_Swap_Long_Other","Pct_of_OI_Swap_Short_Other","Pct_of_OI_Swap_Spread_Other","Pct_of_OI_M_Money_Long_Other","Pct_of_OI_M_Money_Short_Other","Pct_of_OI_M_Money_Spread_Other","Pct_of_OI_Other_Rept_Long_Other","Pct_of_OI_Other_Rept_Short_Other","Pct_of_OI_Other_Rept_Spread_Other","Pct_of_OI_Tot_Rept_Long_Other","Pct_of_OI_Tot_Rept_Short_Other","Pct_of_OI_NonRept_Long_Other","Pct_of_OI_NonRept_Short_Other","Traders_Tot_All","Traders_Prod_Merc_Long_All","Traders_Prod_Merc_Short_All","Traders_Swap_Long_All","Traders_Swap_Short_All","Traders_Swap_Spread_All","Traders_M_Money_Long_All","Traders_M_Money_Short_All","Traders_M_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Traders_Tot_Old","Traders_Prod_Merc_Long_Old","Traders_Prod_Merc_Short_Old","Traders_Swap_Long_Old","Traders_Swap_Short_Old","Traders_Swap_Spread_Old","Traders_M_Money_Long_Old","Traders_M_Money_Short_Old","Traders_M_Money_Spread_Old","Traders_Other_Rept_Long_Old","Traders_Other_Rept_Short_Old","Traders_Other_Rept_Spread_Old","Traders_Tot_Rept_Long_Old","Traders_Tot_Rept_Short_Old","Traders_Tot_Other","Traders_Prod_Merc_Long_Other","Traders_Prod_Merc_Short_Other","Traders_Swap_Long_Other","Traders_Swap_Short_Other","Traders_Swap_Spread_Other","Traders_M_Money_Long_Other","Traders_M_Money_Short_Other","Traders_M_Money_Spread_Other","Traders_Other_Rept_Long_Other","Traders_Other_Rept_Short_Other","Traders_Other_Rept_Spread_Other","Traders_Tot_Rept_Long_Other","Traders_Tot_Rept_Short_Other","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Conc_Gross_LE_4_TDR_Long_Old","Conc_Gross_LE_4_TDR_Short_Old","Conc_Gross_LE_8_TDR_Long_Old","Conc_Gross_LE_8_TDR_Short_Old","Conc_Net_LE_4_TDR_Long_Old","Conc_Net_LE_4_TDR_Short_Old","Conc_Net_LE_8_TDR_Long_Old","Conc_Net_LE_8_TDR_Short_Old","Conc_Gross_LE_4_TDR_Long_Other","Conc_Gross_LE_4_TDR_Short_Other","Conc_Gross_LE_8_TDR_Long_Other","Conc_Gross_LE_8_TDR_Short_Other","Conc_Net_LE_4_TDR_Long_Other","Conc_Net_LE_4_TDR_Short_Other","Conc_Net_LE_8_TDR_Long_Other","Conc_Net_LE_8_TDR_Short_Other","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"WHEAT-SRW - CHICAGO BOARD OF TRADE",260203,2026-02-03,001602,CBT ,00,001 ,  543432,   80722,   79906,   75619,    9371,   42209,   88319,  169862,  156510,   33000,   16953,   35225,  511604,  510036,   31828,   33396,  386876,   57571,   37992,   30019,   21640,   25080,  104108,  149709,   93153,   36359,   19167,   17173,  363463,  363914,   23413,   22962,  156556,   23151,   41914,   58775,     906,    3954,   32058,   68000,   15510,    7802,    8947,    6891,  148141,  146122,    8415,   10434,    7404,   -5208,    1961,   -1214,    1916,    9251,     945,  -11559,    -134,     553,    -837,    3827,    8020,    4425,    -616,    2979,  100.0,   14.9,   14.7,   13.9,    1.7,    7.8,   16.3,   31.3,   28.8,    6.1,    3.1,    6.5,   94.1,   93.9,    5.9,    6.1,  100.0,   14.9,    9.8,    7.8,    5.6,    6.5,   26.9,   38.7,   24.1,    9.4,    5.0,    4.4,   93.9,   94.1,    6.1,    5.9,  100.0,   14.8,   26.8,   37.5,    0.6,    2.5,   20.5,   43.4,    9.9,    5.0,    5.7,    4.4,   94.6,   93.3,    5.4,    6.7,    362,     66,     73,     21,      5,     17,     49,     85,     73,     58,     34,     57,    273,    281,    344,     57,     59,     16,     11,     11,     56,     74,     55,     58,     33,     36,    236,    237,    229,     44,     59,     17,      4,      8,     31,     38,     26,     29,     31,     21,    150,    161,    13.6,    11.9,    22.3,    20.7,     9.2,     7.1,    14.3,    13.2,    14.9,    15.2,    24.2,    25.2,    10.3,    10.2,    17.0,    18.5,    21.4,    19.9,    36.4,    35.5,    20.9,    19.5,    35.0,    34.9,"(CONTRACTS OF 5,000 BUSHELS)","001602","CBT ","001 ","A10","FutOnly"
"WHEAT-SRW - CHICAGO BOARD OF TRADE",260127,2026-01-27,001602,CBT ,00,001 ,  536028,   85930,   77945,   76833,    7455,   32958,   87374,  181421,  156644,   32447,   17790,   31398,  503584,  505611,   32444,   30417,  389937,   64335,   40767,   28614,   17372,   19080,  110511,  166584,   92583,   37628,   19345,   12826,  365577,  368557,   24360,   21380,  146091,   21595,   37178,   58761,     625,    3336,   27572,   65546,   13352,    7157,   10783,    6234,  138007,  137054,    8084,    9037,   16797,    2420,    8106,   -8337,    -542,    6402,    1852,  -17661,   12849,   -6646,   -1473,    8030,   16570,   15711,     227,    1086,  100.0,   16.0,   14.5,   14.3,    1.4,    6.1,   16.3,   33.8,   29.2,    6.1,    3.3,    5.9,   93.9,   94.3,    6.1,    5.7,  100.0,   16.5,   10.5,    7.3,    4.5,    4.9,   28.3,   42.7,   23.7,    9.6,    5.0,    3.3,   93.8,   94.5,    6.2,    5.5,  100.0,   14.8,   25.4,   40.2,    0.4,    2.3,   18.9,   44.9,    9.1,    4.9,    7.4,    4.3,   94.5,   93.8,    5.5,    6.2,    376,     65,     73,     22,      5,     17,     53,     86,     74,     62,     39,     61,    281,    289,    361,     55,     60,     20,      9,     11,     57,     79,     58,     65,     37,     35,    246,    243,    230,     44,     57,     19,.,      7,     27,     36,     23,     31,     35,     25,    150,    160,    13.6,    14.9,    22.0,    23.7,     8.6,     8.5,    14.5,    15.8,    16.6,    17.8,    25.7,    27.9,     9.8,    11.3,    16.3,    20.3,    23.0,    22.5,    37.6,    37.9,    23.0,    22.3,    37.6,    37.1,"(CONTRACTS OF 5,000 BUSHELS)","001602","CBT ","001 ","A10","FutOnly"
"WHEAT-SRW - CHICAGO BOARD OF TRADE",260120,2026-01-20,001602,CBT ,00,001 ,  519231,   83510,   69839,   85170,    7997,   26556,   85522,  199082,  143795,   39093,   19263,   23368,  487014,  489900,   32217,   29331,  383366,   63436,   37575,   33624,   14644,   16814,  103800,  177372,   90163,   45299,   20749,    4866,  358002,  362183,   25364,   21183,  135865,   20074,   32264,   58518,     325,    2770,   23745,   63733,   11609,    6178,   10898,    6118,  129012,  127717,    6853,    8148,    5521,    2360,    -240,    3499,     133,     661,   -4768,     545,    4704,    1216,    3608,   -3936,    3736,    5475,    1785,      46,  100.0,   16.1,   13.5,   16.4,    1.5,    5.1,   16.5,   38.3,   27.7,    7.5,    3.7,    4.5,   93.8,   94.4,    6.2,    5.6,  100.0,   16.5,    9.8,    8.8,    3.8,    4.4,   27.1,   46.3,   23.5,   11.8,    5.4,    1.3,   93.4,   94.5,    6.6,    5.5,  100.0,   14.8,   23.7,   43.1,    0.2,    2.0,   17.5,   46.9,    8.5,    4.5,    8.0,    4.5,   95.0,   94.0,    5.0,    6.0,    383,     75,     73,     26,.,     16,     51,     90,     71,     66,     36,     52,    282,    286,    368,     68,     57,     23,      7,      9,     53,     85,     59,     64,     37,     25,    249,    239,    223,     44,     59,     19,.,      7,     28,     35,     23,     28,     31,     23,    148,    154,    13.6,    14.6,    22.3,    23.8,     9.2,     9.1,    15.4,    16.5,    17.1,    16.8,    25.4,    27.3,    10.2,    11.6,    17.0,    20.5,    25.0,    25.1,    40.0,    39.5,    25.0,    24.9,    40.0,    38.8,"(CONTRACTS OF 5,000 BUSHELS)","001602","CBT ","001 ","A10","FutOnly"
"WHEAT-SRW - CHICAGO BOARD OF TRADE",260113,2026-01-13,001602,CBT ,00,001 ,  513710,   81150,   70079,   81671,    7864,   25895,   90290,  198537,  139091,   37877,   15655,   27304,  483278,  484425,   30432,   29285,  382948,   62441,   37452,   33424,   15466,   15511,  101123,  174882,   92291,   45805,   17528,    8381,  358976,  361511,   23972,   21437,  130762,   18709,   32627,   56024,     175,    2607,   25276,   59764,   10691,    5685,   11740,    5310,  124302,  122914,    6460,    7848,   12942,   -4142,    5452,    8350,   -1152,    1099,     239,    -997,    7276,     -63,    -893,    2465,   15224,   13250,   -2282,    -308,  100.0,   15.8,   13.6,   15.9,    1.5,    5.0,   17.6,   38.6,   27.1,    7.4,    3.0,    5.3,   94.1,   94.3,    5.9,    5.7,  100.0,   16.3,    9.8,    8.7,    4.0,    4.1,   26.4,   45.7,   24.1,   12.0,    4.6,    2.2,   93.7,   94.4,    6.3,    5.6,  100.0,   14.3,   25.0,   42.8,    0.1,    2.0,   19.3,   45.7,    8.2,    4.3,    9.0,    4.1,   95.1,   94.0,    4.9,    6.0,    380,     71,     75,     26,.,     17,     51,     90,     70,     63,     38,     53,    276,    290,    369,     63,     60,     21,      9,     12,     54,     83,     59,     64,     39,     29,    244,    250,    221,     43,     60,     19,.,      7,     28,     34,     19,     26,     34,     21,    142,    152,    13.6,    14.6,    22.4,    24.0,     9.6,     9.6,    15.7,    16.7,    16.8,    16.8,    25.8,    27.6,    10.2,    12.0,    16.3,    20.4,    25.6,    23.3,    39.8,    39.3,    25.5,    23.2,    39.7,    38.8,"(CONTRACTS OF 5,000 BUSHELS)","001602","CBT ","001 ","A10","FutOnly"
"WHEAT-SRW - CHICAGO BOARD OF TRADE",260106,2026-01-06,001602,CBT ,00,001 ,  500768,   85292,   64627,   73321,    9016,   24796,   90051,  199534,  131815,   37940,   16548,   24839,  468054,  471175,   32714,   29593,  386749,   70672,   41871,   37606,   16256,   15442,   98682,  175835,   87416,   42143,   19330,    8331,  360292,  364481,   26457,   22268,  114019,   14620,   22756,   42966,      11,    2103,   24124,   56454,   11644,    7646,    9067,    4659,  107762,  106694,    6257,    7325,   12280,    4127,   -6944,    4113,     190,     -48,   -5323,    6964,    3058,    1199,    6012,    1711,    8837,   10943,    3443,    1337,  100.0,   17.0,   12.9,   14.6,    1.8,    5.0,   18.0,   39.8,   26.3,    7.6,    3.3,    5.0,   93.5,   94.1,    6.5,    5.9,  100.0,   18.3,   10.8,    9.7,    4.2,    4.0,   25.5,   45.5,   22.6,   10.9,    5.0,    2.2,   93.2,   94.2,    6.8,    5.8,  100.0,   12.8,   20.0,   37.7,    0.0,    1.8,   21.2,   49.5,   10.2,    6.7,    8.0,    4.1,   94.5,   93.6,    5.5,    6.4,    374,     68,     73,     24,      4,     16,     52,     90,     70,     66,     36,     48,    269,    282,    364,     60,     59,     20,      8,     14,     55,     84,     62,     64,     36,     24,    240,    247,    215,     41,     59,     18,.,      6,     27,     32,     22,     28,     29,     19,    137,    149,    13.0,    15.4,    21.6,    25.3,     9.2,    10.7,    14.1,    17.8,    14.9,    18.0,    24.1,    28.3,    10.0,    12.9,    16.1,    21.3,    23.7,    24.8,    38.3,    40.4,    23.6,    24.7,    38.0,    39.9,"(CONTRACTS OF 5,000 BUSHELS)","001602","CBT ","001 ","A10","FutOnly"
"WHEAT-HRW - CHICAGO BOARD OF TRADE",260414,2026-04-14,001612,CBT ,00,001 ,  297784,   39411,  112363,   76637,    4567,    9287,   63863,   44408,   65033,    6349,   22696,   18465,  279045,  276819,   18739,   20965,   55841,   15399,   14792,    4516,    7958,       0,   23567,   20609,     776,    6035,    6995,       5,   50298,   51135,    5543,    4706,  241943,   24012,   97571,   79548,    4036,    1860,   55418,   38921,   49135,    5176,   20563,   13598,  228747,  225684,   13196,   16259,    -112,    2558,    2497,    1340,     405,    4396,  -12688,  -13383,    3911,   -1788,    -623,    2174,     -97,    -623,     -15,     511,  100.0,   13.2,   37.7,   25.7,    1.5,    3.1,   21.4,   14.9,   21.8,    2.1,    7.6,    6.2,   93.7,   93.0,    6.3,    7.0,  100.0,   27.6,   26.5,    8.1,   14.3,    0.0,   42.2,   36.9,    1.4,   10.8,   12.5,    0.0,   90.1,   91.6,    9.9,    8.4,  100.0,    9.9,   40.3,   32.9,    1.7,    0.8,   22.9,   16.1,   20.3,    2.1,    8.5,    5.6,   94.5,   93.3,    5.5,    6.7,    256,     53,     75,     19,      8,     11,     53,     34,     52,     19,     34,     28,    195,    193,    171,     28,     38,     13,     10,      0,     27,     20,      8,     19,     18,.,     91,     92,    241,     44,     73,     18,      8,      8,     54,     28,     45,     12,     34,     23,    171,    178,    15.7,    14.4,    24.6,    25.4,     9.5,    12.1,    17.7,    18.8,    24.7,    26.3,    38.1,    43.3,    24.5,    26.3,    38.0,    43.3,    16.9,    17.7,    27.8,    30.6,    14.3,    15.1,    23.8,    25.0,"(CONTRACTS OF 5,000 BUSHELS)","001612","CBT ","001 ","A10","FutOnly"
"WHEAT-HRW - CHICAGO BOARD OF TRADE",260407,2026-04-07,001612,CBT ,00,001 ,  297896,   36853,  109866,   75297,    4162,    4891,   76551,   57791,   61122,    8137,   23319,   16291,  279142,  277442,   18754,   20454,  121595,   20707,   25905,   33140,    2810,       0,   45577,   61695,    3770,    9982,   20468,      14,  113190,  114662,    8405,    6933,  176301,   16146,   83961,   43221,    2416,    3827,   63874,   28996,   24452,    5247,    9943,    9185,  165952,  162780,   10349,   13521,    3563,    7676,   -3758,     652,     398,   -3560,    1223,    6263,   -4222,     123,    6820,    1804,    3696,    3745,    -133,    -182,  100.0,   12.4,   36.9,   25.3,    1.4,    1.6,   25.7,   19.4,   20.5,    2.7,    7.8,    5.5,   93.7,   93.1,    6.3,    6.9,  100.0,   17.0,   21.3,   27.3,    2.3,    0.0,   37.5,   50.7,    3.1,    8.2,   16.8,    0.0,   93.1,   94.3,    6.9,    5.7,  100.0,    9.2,   47.6,   24.5,    1.4,    2.2,   36.2,   16.4,   13.9,    3.0,    5.6,    5.2,   94.1,   92.3,    5.9,    7.7,    259,     55,     79,     19,      8,      9,     49,     38,     53,     20,     31,     27,    197,    193,    221,     34,     45,     18,      8,      0,     37,     39,     18,     20,     23,.,    115,    129,    217,     43,     72,     17,      7,      8,     55,     15,     26,     13,     24,     21,    157,    146,    13.5,    13.8,    22.2,    24.3,     9.9,    11.2,    18.0,    19.0,    18.9,    25.4,    30.4,    39.6,    17.6,    25.4,    29.1,    39.6,    17.4,    21.3,    28.4,    34.2,    13.6,    20.1,    24.2,    30.5,"(CONTRACTS OF 5,000 BUSHELS)","001612","CBT ","001 ","A10","FutOnly"
"WHEAT-HRW - CHICAGO BOARD OF TRADE",260331,2026-03-31,001612,CBT ,00,001 ,  294333,   29177,  113624,   74645,    3764,    8451,   75328,   51528,   65344,    8014,   16499,   14487,  275446,  273697,   18887,   20636,  129314,   11112,   35262,   38095,    1529,       0,   58574,   63570,    5529,    7190,   15654,     154,  120654,  121698,    8660,    7616,  165019,   18065,   78362,   37094,    2779,    7907,   57842,   29046,   18727,    7302,    7323,    7855,  154792,  151999,   10227,   13020,   -6119,   -7010,    4653,   -1450,    -293,   -1279,    4116,  -10166,    2788,     586,    2711,   -4728,   -6977,   -6314,     858,     195,  100.0,    9.9,   38.6,   25.4,    1.3,    2.9,   25.6,   17.5,   22.2,    2.7,    5.6,    4.9,   93.6,   93.0,    6.4,    7.0,  100.0,    8.6,   27.3,   29.5,    1.2,    0.0,   45.3,   49.2,    4.3,    5.6,   12.1,    0.1,   93.3,   94.1,    6.7,    5.9,  100.0,   10.9,   47.5,   22.5,    1.7,    4.8,   35.1,   17.6,   11.3,    4.4,    4.4,    4.8,   93.8,   92.1,    6.2,    7.9,    251,     46,     75,     20,      5,     10,     52,     34,     51,     21,     29,     29,    191,    184,    223,     27,     51,     18,      7,      0,     42,     38,     16,     24,     20,.,    118,    126,    209,     37,     71,     17,      6,      7,     50,     15,     22,     16,     22,     22,    146,    141,    14.7,    14.8,    23.7,    24.6,     9.7,    12.5,    17.7,    19.9,    20.4,    23.4,    34.5,    37.1,    19.0,    23.4,    32.7,    37.1,    17.7,    21.9,    29.1,    33.7,    15.8,    21.7,    26.5,    31.5,"(CONTRACTS OF 5,000 BUSHELS)","001612","CBT ","001 ","A10","FutOnly"
"WHEAT-HRW - CHICAGO BOARD OF TRADE",260324,2026-03-24,001612,CBT ,00,001 ,  300452,   36187,  108971,   76095,    4057,    9730,   71212,   61694,   62556,    7428,   13788,   19215,  282423,  280011,   18029,   20441,  139766,   13859,   35669,   38941,    3099,       0,   58096,   72326,    6715,   13023,   13001,     307,  130941,  131117,    8825,    8649,  160686,   22328,   73302,   38630,    2434,    8254,   56235,   32487,   12722,    5296,   11678,    8017,  151482,  148894,    9204,   11792,    -962,    5049,   -1553,   -3288,     216,     846,   -2212,    -408,    -132,   -1347,    1270,     421,    -663,     660,    -299,   -1622,  100.0,   12.0,   36.3,   25.3,    1.4,    3.2,   23.7,   20.5,   20.8,    2.5,    4.6,    6.4,   94.0,   93.2,    6.0,    6.8,  100.0,    9.9,   25.5,   27.9,    2.2,    0.0,   41.6,   51.7,    4.8,    9.3,    9.3,    0.2,   93.7,   93.8,    6.3,    6.2,  100.0,   13.9,   45.6,   24.0,    1.5,    5.1,   35.0,   20.2,    7.9,    3.3,    7.3,    5.0,   94.3,   92.7,    5.7,    7.3,    251,     52,     73,     20,      6,     11,     45,     40,     47,     18,     30,     30,    190,    186,    227,     31,     50,     17,      9,      0,     39,     42,     18,     24,     20,.,    119,    132,    203,     42,     70,     16,      8,      9,     44,     15,     19,     15,     23,     19,    141,    140,    14.8,    14.3,    24.0,    24.4,     9.6,    12.8,    17.5,    20.2,    18.9,    22.1,    32.3,    35.5,    17.6,    22.1,    30.6,    35.5,    18.2,    21.0,    31.0,    33.0,    17.0,    20.9,    28.0,    29.7,"(CONTRACTS OF 5,000 BUSHELS)","001612","CBT ","001 ","A10","FutOnly"
"WHEAT-HRW - CHICAGO BOARD OF TRADE",260317,2026-03-17,001612,CBT ,00,001 ,  301414,   31138,  110524,   79383,    3841,    8884,   73424,   62102,   62688,    8775,   12518,   18794,  283086,  279351,   18328,   22063,  147560,    9222,   45508,   42052,    1911,       0,   65563,   70407,    7322,   13870,   12356,     307,  138336,  137811,    9224,    9749,  153854,   21916,   65016,   37680,    2279,    8535,   55427,   39261,    7800,    6525,   11782,    6867,  144750,  141540,    9104,   12314,   11599,    5916,    6927,   -1034,     305,     481,    3871,    2483,    1187,   -3962,   -4105,    2880,    9339,   10158,    2260,    1441,  100.0,   10.3,   36.7,   26.3,    1.3,    2.9,   24.4,   20.6,   20.8,    2.9,    4.2,    6.2,   93.9,   92.7,    6.1,    7.3,  100.0,    6.2,   30.8,   28.5,    1.3,    0.0,   44.4,   47.7,    5.0,    9.4,    8.4,    0.2,   93.7,   93.4,    6.3,    6.6,  100.0,   14.2,   42.3,   24.5,    1.5,    5.5,   36.0,   25.5,    5.1,    4.2,    7.7,    4.5,   94.1,   92.0,    5.9,    8.0,    254,     54,     75,     20,      6,     11,     48,     41,     49,     25,     21,     28,    195,    187,    233,     30,     56,     19,      7,      0,     41,     41,     16,     23,     22,.,    120,    136,    205,     45,     73,     17,      7,      9,     42,     18,     22,     15,     19,     16,    142,    144,    15.4,    14.9,    25.0,    25.5,    10.3,    14.1,    18.3,    21.3,    21.3,    22.1,    35.1,    35.8,    19.5,    22.0,    33.3,    35.8,    20.2,    21.0,    33.4,    32.9,    19.4,    20.9,    31.2,    30.3,"(CONTRACTS OF 5,000 BUSHELS)","001612","CBT ","001 ","A10","FutOnly"
"WHEAT-HRW - CHICAGO BOARD OF TRADE",260310,2026-03-10,001612,CBT ,00,001 ,  289815,   25222,  103597,   80417,    3536,    8403,   69553,   59619,   61501,   12737,   16623,   15914,  273747,  269193,   16068,   20622,  150100,    8043,   53024,   45653,    2277,       0,   63960,   62461,    7542,   15579,   15123,     307,  141084,  140734,    9016,    9366,  139715,   17179,   50573,   35436,    1931,    7731,   53408,   44973,    6144,    5330,    9672,    7435,  132663,  128459,    7052,   11256,   -1711,     238,    2866,   -1084,     273,    2253,    -276,   -6775,     201,   -3992,   -1728,     569,   -2091,   -2341,     380,     630,  100.0,    8.7,   35.7,   27.7,    1.2,    2.9,   24.0,   20.6,   21.2,    4.4,    5.7,    5.5,   94.5,   92.9,    5.5,    7.1,  100.0,    5.4,   35.3,   30.4,    1.5,    0.0,   42.6,   41.6,    5.0,   10.4,   10.1,    0.2,   94.0,   93.8,    6.0,    6.2,  100.0,   12.3,   36.2,   25.4,    1.4,    5.5,   38.2,   32.2,    4.4,    3.8,    6.9,    5.3,   95.0,   91.9,    5.0,    8.1,    251,     52,     72,     19,      6,      9,     45,     39,     46,     22,     32,     28,    186,    188,    233,     27,     56,     18,      7,      0,     40,     38,     17,     23,     31,.,    115,    143,    198,     42,     66,     18,      5,      7,     33,     24,     20,     16,     24,     17,    132,    141,    15.8,    14.9,    26.7,    26.0,    11.4,    13.6,    19.7,    20.6,    21.4,    23.3,    35.5,    35.0,    19.6,    23.2,    33.7,    34.9,    22.5,    24.2,    35.2,    35.9,    21.2,    23.9,    33.3,    32.5,"(CONTRACTS OF 5,000 BUSHELS)","001612","CBT ","001 ","A10","FutOnly"
"WHEAT-HRW - CHICAGO BOARD OF TRADE",260303,2026-03-03,001612,CBT ,00,001 ,  291526,   24984,  100731,   81501,    3263,    6150,   69829,   66394,   61300,   16729,   18351,   15345,  275838,  271534,   15688,   19992,  161022,    7483,   61329,   44959,    2430,       0,   72022,   61423,    6944,   19489,   17507,     307,  151204,  149940,    9818,   11082,  130504,   17501,   39402,   37112,    1403,    5580,   43269,   50433,    8894,    4859,    8463,    7419,  124634,  121594,    5870,    8910,  -14007,   -3005,  -10143,     854,    -239,   -1005,   -5212,   -2347,    -487,   -1654,    1934,   -2285,  -12794,  -14572,   -1213,     565,  100.0,    8.6,   34.6,   28.0,    1.1,    2.1,   24.0,   22.8,   21.0,    5.7,    6.3,    5.3,   94.6,   93.1,    5.4,    6.9,  100.0,    4.6,   38.1,   27.9,    1.5,    0.0,   44.7,   38.1,    4.3,   12.1,   10.9,    0.2,   93.9,   93.1,    6.1,    6.9,  100.0,   13.4,   30.2,   28.4,    1.1,    4.3,   33.2,   38.6,    6.8,    3.7,    6.5,    5.7,   95.5,   93.2,    4.5,    6.8,    253,     55,     72,     19,      7,     10,     40,     45,     45,     22,     31,     25,    184,    191,    234,     29,     57,     17,      9,      0,     40,     38,     17,     23,     29,.,    115,    145,    198,     42,     64,     19,      5,      8,     30,     29,     20,     14,     24,     18,    132,    142,    15.0,    14.6,    25.7,    24.2,    12.2,    11.8,    21.2,    18.9,    19.4,    20.3,    33.1,    32.0,    19.0,    20.3,    32.7,    31.9,    21.5,    22.5,    35.6,    36.4,    20.1,    20.8,    33.9,    33.3,"(CONTRACTS OF 5,000 BUSHELS)","001612","CBT ","001 ","A10","FutOnly"
